Z,X,Y,b_X_Y
1,0,0,-4.935
1,1,0,-4.935
0,0,0,-4.935
1,1,0,-4.935
1,0,0,-4.935
1,0,0,-4.935
1,1,0,-4.935
0,0,0,-4.935
0,0,1,-4.935
0,1,0,-4.935
0,1,0,-4.935
1,0,0,-4.935
0,1,0,-4.935
1,0,1,-4.935
1,0,1,-4.935
1,1,0,-4.935
0,0,1,-4.935
0,0,1,-4.935
1,1,0,-4.935
1,0,0,-4.935
0,0,1,-4.935
1,1,0,-4.935
1,1,0,-4.935
0,1,0,-4.935
0,1,0,-4.935
0,1,0,-4.935
1,0,1,-4.935
1,1,0,-4.935
0,1,0,-4.935
0,1,0,-4.935
0,1,0,-4.935
0,0,1,-4.935
1,1,0,-4.935
0,1,0,-4.935
0,1,0,-4.935
0,0,0,-4.935
1,1,0,-4.935
0,1,0,-4.935
1,1,0,-4.935
0,1,0,-4.935
1,0,1,-4.935
1,1,0,-4.935
0,0,1,-4.935
1,0,0,-4.935
1,1,0,-4.935
1,1,0,-4.935
0,1,0,-4.935
0,1,0,-4.935
0,0,0,-4.935
0,1,0,-4.935
0,0,1,-4.935
0,0,1,-4.935
0,0,0,-4.935
0,0,0,-4.935
0,1,0,-4.935
1,1,0,-4.935
1,1,0,-4.935
1,1,0,-4.935
1,0,1,-4.935
0,1,0,-4.935
0,1,0,-4.935
0,1,0,-4.935
1,0,1,-4.935
0,0,0,-4.935
1,0,0,-4.935
0,1,0,-4.935
0,0,0,-4.935
0,1,0,-4.935
1,1,0,-4.935
0,1,0,-4.935
0,0,1,-4.935
0,1,0,-4.935
1,1,0,-4.935
0,0,1,-4.935
0,0,0,-4.935
1,0,0,-4.935
0,0,1,-4.935
1,1,0,-4.935
1,1,0,-4.935
1,0,0,-4.935
0,0,1,-4.935
0,1,0,-4.935
1,1,0,-4.935
0,0,1,-4.935
1,1,0,-4.935
1,1,0,-4.935
1,1,0,-4.935
1,1,0,-4.935
1,1,0,-4.935
0,0,0,-4.935
0,1,0,-4.935
0,1,0,-4.935
0,1,0,-4.935
1,1,0,-4.935
1,1,0,-4.935
1,0,0,-4.935
1,1,0,-4.935
0,1,0,-4.935
0,0,0,-4.935
0,0,0,-4.935
1,1,0,-4.935
0,1,0,-4.935
0,0,0,-4.935
0,0,1,-4.935
1,0,1,-4.935
0,0,0,-4.935
0,0,1,-4.935
1,0,0,-4.935
1,0,0,-4.935
1,0,0,-4.935
0,0,1,-4.935
0,1,0,-4.935
1,0,0,-4.935
1,1,0,-4.935
0,0,1,-4.935
1,0,1,-4.935
0,1,0,-4.935
1,0,0,-4.935
1,1,0,-4.935
0,0,0,-4.935
0,0,0,-4.935
0,0,1,-4.935
1,0,1,-4.935
0,0,0,-4.935
1,0,0,-4.935
0,1,0,-4.935
1,1,0,-4.935
1,0,0,-4.935
0,1,0,-4.935
1,0,1,-4.935
0,0,1,-4.935
1,0,1,-4.935
1,0,1,-4.935
0,1,0,-4.935
1,0,1,-4.935
0,1,0,-4.935
1,0,1,-4.935
1,1,0,-4.935
1,0,0,-4.935
1,0,1,-4.935
0,0,1,-4.935
1,1,0,-4.935
0,0,0,-4.935
1,1,0,-4.935
0,1,0,-4.935
1,1,0,-4.935
0,1,0,-4.935
0,1,0,-4.935
1,0,1,-4.935
1,0,0,-4.935
1,1,0,-4.935
1,1,0,-4.935
0,0,1,-4.935
1,0,0,-4.935
0,0,0,-4.935
0,0,1,-4.935
0,1,0,-4.935
1,0,0,-4.935
1,0,1,-4.935
0,1,0,-4.935
0,1,0,-4.935
1,1,0,-4.935
1,1,0,-4.935
0,1,0,-4.935
0,0,1,-4.935
0,0,1,-4.935
0,1,0,-4.935
0,1,0,-4.935
0,1,0,-4.935
0,0,1,-4.935
1,1,0,-4.935
1,1,0,-4.935
0,0,0,-4.935
0,1,0,-4.935
0,1,0,-4.935
1,0,0,-4.935
0,0,1,-4.935
0,0,0,-4.935
1,1,0,-4.935
1,0,1,-4.935
1,0,0,-4.935
0,1,0,-4.935
0,1,0,-4.935
1,1,0,-4.935
1,1,0,-4.935
1,0,1,-4.935
1,0,1,-4.935
0,1,0,-4.935
0,0,0,-4.935
0,1,0,-4.935
0,1,0,-4.935
0,1,0,-4.935
1,1,0,-4.935
0,1,0,-4.935
1,1,0,-4.935
1,1,0,-4.935
0,1,0,-4.935
0,0,1,-4.935
1,1,0,-4.935
0,1,0,-4.935
0,1,0,-4.935
1,1,0,-4.935
0,0,1,-4.935
1,0,0,-4.935
0,0,0,-4.93
0,1,0,-4.93
0,1,0,-4.93
1,0,0,-4.93
1,1,0,-4.93
0,0,1,-4.93
0,0,0,-4.93
0,0,1,-4.93
1,1,0,-4.93
0,0,0,-4.93
0,0,0,-4.93
0,0,0,-4.93
1,0,1,-4.93
0,0,1,-4.93
1,1,0,-4.93
1,0,0,-4.93
0,1,0,-4.93
0,0,0,-4.93
0,0,0,-4.93
0,1,0,-4.93
1,0,0,-4.93
0,0,0,-4.93
0,1,0,-4.93
0,0,1,-4.93
1,1,0,-4.93
1,0,1,-4.93
1,0,0,-4.93
0,0,1,-4.93
1,0,0,-4.93
0,0,0,-4.93
1,1,0,-4.93
0,0,0,-4.93
0,0,1,-4.93
1,1,0,-4.93
0,1,0,-4.93
0,0,1,-4.93
1,1,0,-4.93
1,0,0,-4.93
0,1,0,-4.93
0,1,0,-4.93
1,1,0,-4.93
0,0,1,-4.93
1,0,1,-4.93
1,0,1,-4.93
1,0,0,-4.93
0,1,0,-4.93
0,1,0,-4.93
0,0,0,-4.93
1,0,1,-4.93
1,0,0,-4.93
1,1,0,-4.93
0,0,1,-4.93
1,0,0,-4.93
1,1,0,-4.93
1,0,1,-4.93
1,1,0,-4.93
1,0,0,-4.93
0,0,0,-4.93
0,0,1,-4.93
0,1,0,-4.93
0,0,1,-4.93
1,0,0,-4.93
0,1,0,-4.93
0,1,0,-4.93
1,1,0,-4.93
0,0,1,-4.93
1,0,0,-4.93
0,1,0,-4.93
0,1,0,-4.93
0,0,0,-4.93
1,1,0,-4.93
0,0,1,-4.93
1,0,1,-4.93
1,1,0,-4.93
1,0,0,-4.93
1,0,0,-4.93
1,1,0,-4.93
1,1,0,-4.93
1,1,0,-4.93
0,0,1,-4.93
0,1,0,-4.93
1,1,0,-4.93
0,0,0,-4.93
1,1,0,-4.93
0,1,0,-4.93
0,1,0,-4.93
1,1,0,-4.93
0,1,0,-4.93
0,1,0,-4.93
1,1,0,-4.93
1,1,0,-4.93
1,1,0,-4.93
0,1,0,-4.93
0,1,0,-4.93
0,0,1,-4.93
0,1,0,-4.93
1,0,1,-4.93
1,1,0,-4.93
1,0,1,-4.93
0,0,1,-4.93
1,0,0,-4.93
1,1,0,-4.93
1,1,0,-4.93
1,0,1,-4.93
1,1,0,-4.93
1,0,1,-4.93
1,0,0,-4.93
0,0,0,-4.93
0,0,0,-4.93
1,0,1,-4.93
0,0,0,-4.93
0,1,0,-4.93
1,1,0,-4.93
0,0,1,-4.93
1,0,0,-4.93
1,0,0,-4.93
0,0,1,-4.93
0,1,0,-4.93
0,0,0,-4.93
0,1,0,-4.93
1,0,0,-4.93
0,1,0,-4.93
0,1,0,-4.93
0,0,0,-4.93
0,0,1,-4.93
0,0,0,-4.93
0,1,0,-4.93
0,0,0,-4.93
1,0,0,-4.93
1,0,1,-4.93
1,0,1,-4.93
1,1,0,-4.93
1,0,0,-4.93
0,1,0,-4.93
1,0,1,-4.93
0,0,1,-4.93
0,0,0,-4.93
0,0,0,-4.93
0,1,0,-4.93
1,1,0,-4.93
0,0,1,-4.93
1,0,0,-4.93
1,0,0,-4.93
0,1,0,-4.93
0,0,0,-4.93
1,1,0,-4.93
0,0,1,-4.93
1,1,0,-4.93
1,1,0,-4.93
1,0,1,-4.93
1,1,0,-4.93
1,0,0,-4.93
0,0,1,-4.93
0,0,1,-4.93
0,0,1,-4.93
1,0,1,-4.93
0,1,0,-4.93
1,1,0,-4.93
0,1,0,-4.93
0,1,0,-4.93
1,0,0,-4.93
0,1,0,-4.93
1,1,0,-4.93
1,0,1,-4.93
0,1,0,-4.93
0,0,1,-4.93
0,1,0,-4.93
1,1,0,-4.93
1,0,0,-4.93
1,1,0,-4.93
0,0,1,-4.93
1,0,1,-4.93
1,0,0,-4.93
1,1,0,-4.93
0,1,0,-4.93
1,0,1,-4.93
1,0,1,-4.93
0,0,1,-4.93
0,0,0,-4.93
0,1,0,-4.93
1,1,0,-4.93
0,1,0,-4.93
0,1,0,-4.93
0,1,0,-4.93
1,0,1,-4.93
0,0,0,-4.93
1,1,0,-4.93
0,0,0,-4.93
1,0,1,-4.93
0,1,0,-4.93
1,1,0,-4.93
0,0,1,-4.93
1,1,0,-4.93
1,0,0,-4.93
0,1,0,-4.93
1,1,0,-4.93
0,1,0,-4.93
0,1,0,-4.93
1,1,0,-4.93
1,0,0,-4.93
1,0,0,-4.93
0,0,0,-4.93
0,0,1,-4.93
1,1,0,-4.93
1,1,0,-4.93
0,1,0,-4.93
1,1,0,-4.93
1,1,0,-4.93
1,0,0,-4.93
0,0,0,-4.93
1,0,0,-4.93
0,1,0,-4.93
0,1,0,-4.93
0,1,0,-4.93
0,1,0,-4.93
1,0,0,-4.93
0,1,0,-4.93
1,0,1,-4.93
1,0,0,-4.93
0,0,0,-4.93
0,0,0,-4.93
1,0,1,-4.93
1,1,0,-4.93
0,0,0,-4.93
0,1,0,-4.93
0,1,0,-4.93
0,0,0,-4.93
0,0,0,-4.93
1,1,0,-4.93
1,0,0,-4.93
0,1,0,-4.93
1,0,1,-4.93
0,0,1,-4.93
0,0,1,-4.93
1,1,0,-4.93
0,0,0,-4.93
1,1,0,-4.93
1,1,0,-4.93
1,1,0,-4.93
1,0,1,-4.93
0,1,0,-4.93
0,0,1,-4.93
0,1,0,-4.93
1,1,0,-4.93
1,0,1,-4.93
0,1,0,-4.93
0,0,1,-4.93
1,1,0,-4.93
0,1,0,-4.93
1,1,0,-4.93
1,1,0,-4.93
0,1,0,-4.93
0,0,1,-4.93
0,1,0,-4.93
1,0,1,-4.93
0,0,1,-4.93
0,1,0,-4.93
0,1,0,-4.93
1,0,1,-4.93
1,0,0,-4.93
1,1,0,-4.93
1,0,0,-4.93
1,0,1,-4.93
0,0,0,-4.93
0,1,0,-4.93
0,0,0,-4.93
0,0,1,-4.93
1,1,0,-4.93
1,1,0,-4.93
0,0,1,-4.93
0,1,0,-4.93
0,1,0,-4.93
1,0,0,-4.93
0,1,0,-4.93
0,1,0,-4.93
1,0,0,-4.93
1,0,0,-4.93
1,1,0,-4.93
0,0,0,-4.93
1,0,0,-4.93
0,1,0,-4.93
0,1,0,-4.93
1,1,0,-4.93
0,0,1,-4.93
1,1,0,-4.93
0,0,1,-4.93
1,0,1,-4.93
1,0,0,-4.93
0,0,1,-4.93
1,0,0,-4.93
0,1,0,-4.93
0,0,1,-4.93
1,0,0,-4.93
1,0,1,-4.93
1,0,1,-4.93
1,0,1,-4.93
1,1,0,-4.93
0,0,1,-4.93
0,1,0,-4.93
0,0,0,-4.93
0,0,1,-4.93
0,1,0,-4.93
0,0,1,-4.93
0,1,0,-4.93
0,1,0,-4.93
1,0,1,-4.93
1,1,0,-4.93
1,1,0,-4.93
1,0,0,-4.93
1,0,0,-4.93
0,0,1,-4.93
0,1,0,-4.93
0,0,1,-4.93
0,1,0,-4.93
0,1,0,-4.93
0,1,0,-4.93
1,1,0,-4.93
0,0,0,-4.93
1,0,0,-4.93
0,1,0,-4.93
1,1,0,-4.93
0,0,0,-4.93
0,0,0,-4.93
1,0,1,-4.93
1,1,0,-4.93
1,0,0,-4.93
0,1,0,-4.93
1,0,0,-4.93
0,1,0,-4.93
1,1,0,-4.93
1,1,0,-4.93
0,0,0,-4.93
1,1,0,-4.93
0,1,0,-4.93
0,0,0,-4.93
0,1,0,-4.93
0,0,1,-4.93
1,0,0,-4.93
1,1,0,-4.93
1,1,0,-4.93
0,0,0,-4.93
0,0,1,-4.93
1,1,0,-4.93
0,1,0,-4.93
0,0,0,-4.93
1,0,1,-4.93
0,0,0,-4.93
1,1,0,-4.93
1,0,1,-4.93
1,1,0,-4.93
0,1,0,-4.93
1,0,0,-4.93
0,1,0,-4.93
1,0,1,-4.93
0,0,0,-4.93
0,1,0,-4.93
0,1,0,-4.93
0,1,0,-4.93
1,0,0,-4.93
0,0,1,-4.93
1,0,1,-4.93
1,0,0,-4.93
1,1,0,-4.93
0,0,1,-4.93
0,1,0,-4.93
0,1,0,-4.93
1,0,1,-4.93
1,0,0,-4.93
0,0,1,-4.93
1,0,0,-4.93
0,0,1,-4.93
0,0,1,-4.93
0,1,0,-4.93
1,0,1,-4.93
0,1,1,-4.93
1,1,0,-4.93
1,1,0,-4.93
1,0,1,-4.93
1,1,0,-4.93
0,0,0,-4.93
0,1,0,-4.93
1,0,0,-4.93
1,0,1,-4.93
0,1,0,-4.93
0,1,0,-4.93
1,0,0,-4.93
0,1,0,-4.93
0,1,0,-4.93
1,0,0,-4.93
0,0,0,-4.93
1,1,0,-4.93
0,1,0,-4.93
0,1,0,-4.93
0,0,1,-4.93
0,0,1,-4.93
0,0,1,-4.93
0,1,0,-4.93
0,0,0,-4.93
0,0,0,-4.93
1,1,0,-4.93
0,0,0,-4.93
0,1,0,-4.93
0,1,0,-4.93
0,0,1,-4.93
1,0,1,-4.93
1,0,1,-4.93
0,0,0,-4.93
0,1,0,-4.93
1,0,1,-4.93
1,0,0,-4.93
1,0,0,-4.93
1,0,1,-4.93
1,0,0,-4.93
1,1,0,-4.93
0,1,0,-4.93
1,0,1,-4.93
0,1,0,-4.93
0,1,0,-4.93
0,1,0,-4.93
0,1,0,-4.93
1,1,0,-4.93
1,0,0,-4.93
0,1,0,-4.93
1,0,1,-4.93
1,1,0,-4.93
0,0,1,-4.93
1,0,0,-4.93
0,0,0,-4.93
1,0,1,-4.93
0,0,0,-4.93
1,0,0,-4.93
1,1,0,-4.93
1,1,0,-4.93
0,1,0,-4.93
1,0,1,-4.93
1,1,0,-4.93
0,1,0,-4.93
0,1,0,-4.93
1,1,0,-4.93
0,1,0,-4.93
1,0,1,-4.93
1,0,1,-4.93
1,0,0,-4.93
0,0,0,-4.93
1,0,1,-4.93
1,0,1,-4.93
1,0,0,-4.93
0,1,0,-4.93
1,1,0,-4.93
1,0,0,-4.93
0,0,1,-4.93
0,1,0,-4.93
1,0,0,-4.93
1,0,1,-4.93
0,0,1,-4.93
0,1,0,-4.93
0,0,0,-4.93
0,0,0,-4.93
0,1,0,-4.93
1,1,0,-4.93
1,1,0,-4.93
1,0,0,-4.93
1,1,0,-4.93
0,0,0,-4.93
0,0,1,-4.93
1,1,0,-4.93
1,1,0,-4.93
1,1,0,-4.93
0,0,0,-4.93
1,0,0,-4.93
1,1,0,-4.93
0,1,0,-4.93
1,1,0,-4.93
0,1,0,-4.93
1,1,0,-4.93
1,0,0,-4.93
0,0,0,-4.93
0,1,0,-4.93
0,1,0,-4.93
1,0,0,-4.93
1,0,1,-4.93
0,0,1,-4.93
1,0,1,-4.93
0,1,0,-4.93
0,1,0,-4.93
0,1,0,-4.93
0,1,0,-4.93
1,1,0,-4.93
1,0,1,-4.93
0,0,0,-4.93
0,0,0,-4.93
0,0,0,-4.93
0,1,0,-4.93
1,0,1,-4.93
1,0,1,-4.93
0,1,0,-4.93
1,0,1,-4.93
0,1,0,-4.93
1,1,0,-4.93
0,1,0,-4.93
0,0,1,-4.925
1,0,0,-4.925
1,1,0,-4.925
0,1,0,-4.925
1,0,1,-4.925
1,0,0,-4.925
0,0,0,-4.925
0,0,1,-4.925
0,1,0,-4.925
0,0,1,-4.925
1,0,1,-4.925
1,1,0,-4.925
0,0,1,-4.925
1,0,0,-4.925
1,0,1,-4.925
1,0,1,-4.925
0,1,0,-4.925
1,0,1,-4.925
0,0,1,-4.925
1,0,1,-4.925
0,1,0,-4.925
1,0,1,-4.925
0,1,0,-4.925
0,1,0,-4.925
0,1,0,-4.925
1,0,1,-4.925
0,0,0,-4.925
0,0,1,-4.925
1,0,1,-4.925
1,0,1,-4.925
1,0,1,-4.925
0,1,0,-4.925
1,0,1,-4.925
1,0,0,-4.925
1,0,1,-4.925
0,1,0,-4.925
0,1,0,-4.925
0,1,0,-4.925
0,1,0,-4.925
1,1,0,-4.925
0,1,0,-4.925
1,0,1,-4.925
1,0,1,-4.925
0,0,0,-4.925
1,0,1,-4.925
0,0,1,-4.925
1,0,1,-4.925
1,0,1,-4.925
0,0,1,-4.925
1,0,0,-4.925
1,0,1,-4.925
1,0,1,-4.925
1,1,0,-4.925
1,0,1,-4.925
0,1,0,-4.925
0,1,0,-4.925
1,0,1,-4.925
0,1,0,-4.925
0,1,0,-4.925
1,0,1,-4.925
0,0,1,-4.925
1,1,0,-4.925
0,1,0,-4.925
0,0,1,-4.925
0,0,1,-4.925
1,0,0,-4.925
1,1,0,-4.925
1,0,1,-4.925
0,1,0,-4.925
0,1,0,-4.925
0,1,0,-4.925
0,1,0,-4.925
0,0,1,-4.925
0,0,0,-4.925
1,0,1,-4.925
0,0,1,-4.925
1,0,0,-4.925
1,0,1,-4.925
1,0,1,-4.925
0,0,0,-4.925
1,0,1,-4.925
0,0,1,-4.925
1,0,1,-4.925
0,1,0,-4.925
0,1,0,-4.925
0,1,0,-4.925
1,0,1,-4.925
1,0,0,-4.925
1,0,1,-4.925
1,0,1,-4.925
0,0,1,-4.925
1,0,1,-4.925
1,1,0,-4.925
1,0,1,-4.925
1,1,0,-4.925
0,0,0,-4.925
1,1,0,-4.925
0,0,1,-4.925
0,1,0,-4.925
0,1,0,-4.925
0,1,0,-4.925
1,0,0,-4.925
1,0,1,-4.925
1,0,1,-4.925
1,0,1,-4.925
1,0,0,-4.925
1,0,1,-4.925
0,0,1,-4.925
0,1,0,-4.925
1,0,1,-4.925
1,0,1,-4.925
1,0,1,-4.925
1,0,1,-4.925
0,0,1,-4.925
0,1,0,-4.925
0,1,0,-4.925
1,0,0,-4.925
1,0,1,-4.925
0,1,0,-4.925
1,0,1,-4.925
1,0,1,-4.925
1,0,0,-4.925
1,0,0,-4.925
1,0,0,-4.925
1,0,1,-4.925
0,1,0,-4.925
1,0,1,-4.925
0,1,0,-4.925
1,0,1,-4.925
0,1,0,-4.925
0,1,0,-4.925
0,1,0,-4.925
0,1,0,-4.925
1,0,0,-4.925
1,0,1,-4.925
1,0,0,-4.925
0,0,1,-4.925
0,1,0,-4.925
1,1,0,-4.925
0,0,0,-4.925
0,1,0,-4.925
1,0,1,-4.925
0,1,0,-4.925
1,0,0,-4.925
0,1,0,-4.925
0,1,0,-4.925
0,1,0,-4.925
1,0,1,-4.925
0,0,1,-4.925
0,1,0,-4.925
1,0,0,-4.925
0,0,1,-4.925
0,1,0,-4.925
0,1,0,-4.925
0,0,0,-4.925
0,1,0,-4.925
0,0,1,-4.925
1,0,1,-4.925
0,0,1,-4.925
1,0,1,-4.925
0,1,0,-4.925
0,1,0,-4.925
1,0,0,-4.925
0,1,0,-4.925
0,0,1,-4.925
1,0,1,-4.925
1,0,1,-4.925
1,0,1,-4.925
1,1,0,-4.925
0,1,0,-4.925
0,1,0,-4.925
0,0,0,-4.925
1,0,1,-4.925
0,1,0,-4.925
0,1,0,-4.925
0,0,1,-4.925
0,0,1,-4.925
1,0,1,-4.925
0,0,1,-4.925
1,0,0,-4.925
1,0,1,-4.925
0,1,0,-4.925
1,1,0,-4.925
0,0,1,-4.925
1,1,0,-4.925
1,1,0,-4.925
1,0,1,-4.925
0,1,0,-4.925
0,0,1,-4.925
1,0,0,-4.925
0,0,1,-4.925
0,1,0,-4.925
1,0,1,-4.925
0,0,1,-4.925
1,0,1,-4.925
1,1,0,-4.925
0,0,1,-4.925
1,0,1,-4.925
0,1,0,-4.925
0,0,1,-4.925
0,1,0,-4.925
1,0,0,-4.925
0,0,1,-4.925
0,0,0,-4.925
0,1,1,-4.925
1,0,1,-4.925
0,0,1,-4.925
1,1,0,-4.925
1,0,1,-4.925
0,1,0,-4.925
0,1,0,-4.925
0,0,0,-4.925
0,1,1,-4.925
1,0,1,-4.925
1,0,1,-4.925
0,1,0,-4.925
0,0,0,-4.925
1,0,0,-4.925
1,0,0,-4.925
0,0,1,-4.925
0,0,1,-4.925
1,0,1,-4.925
1,0,0,-4.925
1,0,1,-4.925
1,0,1,-4.925
0,1,0,-4.925
0,0,0,-4.925
0,0,0,-4.925
1,0,0,-4.925
0,1,0,-4.925
0,0,1,-4.925
0,1,0,-4.925
0,1,0,-4.925
1,0,0,-4.925
0,0,1,-4.925
0,0,0,-4.925
0,1,0,-4.925
0,0,1,-4.925
0,1,0,-4.925
1,1,0,-4.925
0,1,0,-4.925
0,0,1,-4.925
1,0,1,-4.925
1,0,1,-4.925
0,1,0,-4.925
1,0,1,-4.925
0,1,0,-4.925
0,1,0,-4.925
1,0,1,-4.925
1,0,0,-4.925
1,0,0,-4.925
0,1,0,-4.925
0,1,0,-4.925
0,1,0,-4.925
0,0,1,-4.925
0,0,0,-4.925
1,0,1,-4.925
0,1,0,-4.925
0,1,0,-4.925
0,1,0,-4.925
1,1,0,-4.925
0,0,1,-4.925
1,0,1,-4.925
0,1,0,-4.925
0,0,1,-4.925
0,0,1,-4.925
1,1,0,-4.925
1,0,1,-4.925
1,0,1,-4.925
0,1,0,-4.925
1,0,0,-4.925
1,0,1,-4.925
0,0,1,-4.925
1,0,1,-4.925
0,1,0,-4.925
1,0,1,-4.925
1,0,1,-4.925
0,1,0,-4.925
0,1,0,-4.925
0,1,0,-4.925
0,1,0,-4.925
1,0,0,-4.925
1,1,0,-4.925
0,0,1,-4.925
1,0,1,-4.925
0,1,0,-4.925
0,0,1,-4.925
0,1,0,-4.925
0,0,0,-4.925
0,0,1,-4.925
0,1,0,-4.925
1,0,1,-4.925
0,1,0,-4.925
0,0,1,-4.925
0,0,1,-4.925
1,0,0,-4.925
0,1,0,-4.925
1,1,0,-4.925
1,0,0,-4.925
1,0,0,-4.925
1,0,0,-4.925
0,1,0,-4.925
0,0,0,-4.925
1,0,0,-4.925
1,0,1,-4.925
0,0,1,-4.925
1,0,1,-4.925
0,0,1,-4.925
0,0,1,-4.925
1,0,0,-4.925
1,0,1,-4.925
1,0,1,-4.925
0,0,1,-4.925
0,0,1,-4.925
0,0,1,-4.925
1,1,0,-4.925
0,1,0,-4.925
1,0,1,-4.925
0,1,0,-4.925
1,1,0,-4.925
1,0,1,-4.925
0,1,1,-4.925
0,1,0,-4.925
1,0,1,-4.925
0,0,0,-4.925
1,0,0,-4.925
0,1,0,-4.925
0,1,0,-4.925
1,0,0,-4.925
1,0,0,-4.925
1,1,0,-4.925
0,1,0,-4.925
1,0,1,-4.925
0,1,0,-4.925
1,0,1,-4.925
0,1,0,-4.925
1,0,1,-4.925
0,1,0,-4.925
0,1,0,-4.925
0,1,0,-4.925
0,1,0,-4.925
1,0,1,-4.925
0,0,1,-4.925
1,1,0,-4.925
1,0,0,-4.925
0,0,1,-4.925
1,0,1,-4.925
0,0,0,-4.925
0,1,0,-4.925
0,1,0,-4.925
1,0,1,-4.925
1,0,0,-4.925
1,0,1,-4.925
0,1,0,-4.925
1,0,1,-4.925
0,0,1,-4.925
1,0,0,-4.925
1,0,1,-4.925
1,0,1,-4.925
0,1,0,-4.925
0,1,0,-4.925
1,0,0,-4.925
1,1,0,-4.925
0,1,0,-4.925
0,0,1,-4.925
1,0,1,-4.925
0,0,1,-4.925
0,1,1,-4.925
1,1,0,-4.925
1,0,1,-4.925
0,0,1,-4.925
1,0,0,-4.925
0,1,0,-4.925
0,1,0,-4.925
1,0,0,-4.925
0,0,0,-4.925
0,0,1,-4.925
0,0,1,-4.925
0,0,0,-4.925
0,0,1,-4.925
0,0,1,-4.925
0,0,1,-4.925
0,1,0,-4.925
0,1,1,-4.925
1,0,1,-4.925
1,0,1,-4.925
1,0,1,-4.925
0,0,0,-4.925
1,0,1,-4.925
1,0,1,-4.925
0,1,0,-4.925
1,0,1,-4.925
0,1,0,-4.925
0,1,0,-4.925
1,0,1,-4.925
0,1,0,-4.925
1,0,0,-4.925
0,1,0,-4.925
1,1,0,-4.925
1,0,1,-4.925
0,1,0,-4.925
0,1,0,-4.925
0,1,0,-4.925
1,0,1,-4.925
1,0,1,-4.925
0,0,1,-4.925
1,0,1,-4.925
0,1,0,-4.925
1,0,1,-4.925
0,0,1,-4.925
1,0,0,-4.925
1,0,0,-4.925
1,0,1,-4.925
0,1,0,-4.925
0,1,0,-4.925
1,0,1,-4.925
0,0,0,-4.925
1,0,0,-4.925
1,0,0,-4.925
0,0,1,-4.925
1,0,0,-4.925
1,1,0,-4.925
1,1,0,-4.925
0,1,0,-4.925
0,1,0,-4.925
0,1,0,-4.925
1,0,1,-4.925
0,0,1,-4.925
0,1,0,-4.925
0,1,0,-4.925
0,0,1,-4.925
0,1,0,-4.925
1,1,0,-4.925
0,1,0,-4.925
0,0,1,-4.925
0,1,0,-4.925
0,1,0,-4.925
1,0,1,-4.925
0,1,0,-4.925
0,1,0,-4.925
0,1,0,-4.925
1,0,1,-4.925
0,1,0,-4.925
0,1,0,-4.925
1,0,1,-4.925
1,0,1,-4.925
1,0,1,-4.925
0,1,0,-4.925
1,0,1,-4.925
0,1,0,-4.925
0,0,1,-4.925
0,1,0,-4.925
0,1,0,-4.925
0,1,0,-4.925
1,0,1,-4.925
0,1,0,-4.925
1,0,1,-4.925
1,0,0,-4.925
0,1,0,-4.925
0,0,0,-4.925
1,1,0,-4.925
1,0,0,-4.925
0,1,0,-4.925
0,1,0,-4.925
0,0,0,-4.925
0,0,0,-4.925
1,0,1,-4.925
0,0,0,-4.925
0,0,1,-4.925
0,0,0,-4.925
1,0,0,-4.925
1,0,1,-4.925
1,0,1,-4.925
0,0,0,-4.925
1,0,1,-4.925
1,0,0,-4.925
0,1,0,-4.925
0,1,0,-4.925
0,1,0,-4.925
1,0,0,-4.925
1,1,0,-4.925
1,0,1,-4.925
1,0,0,-4.925
0,1,1,-4.925
0,1,0,-4.925
1,0,0,-4.925
0,0,0,-4.925
1,0,0,-4.925
0,1,0,-4.925
1,1,0,-4.925
0,1,0,-4.925
0,1,0,-4.925
1,0,0,-4.925
1,0,1,-4.925
1,0,1,-4.925
1,0,0,-4.925
1,0,1,-4.925
1,0,0,-4.925
1,0,1,-4.925
0,1,1,-4.925
1,0,0,-4.92
0,1,0,-4.92
1,0,1,-4.92
1,0,1,-4.92
0,1,0,-4.92
0,0,1,-4.92
1,0,1,-4.92
0,0,0,-4.92
1,0,1,-4.92
0,1,0,-4.92
1,0,0,-4.92
0,0,0,-4.92
0,0,1,-4.92
1,0,1,-4.92
0,0,1,-4.92
0,0,1,-4.92
0,0,0,-4.92
1,0,1,-4.92
0,0,1,-4.92
1,1,0,-4.92
1,0,1,-4.92
0,1,0,-4.92
0,1,0,-4.92
1,0,1,-4.92
1,0,1,-4.92
1,0,1,-4.92
1,0,1,-4.92
1,1,0,-4.92
1,1,0,-4.92
1,0,1,-4.92
1,0,1,-4.92
0,0,1,-4.92
0,1,0,-4.92
0,0,1,-4.92
0,0,1,-4.92
1,0,1,-4.92
0,0,1,-4.92
0,0,1,-4.92
1,0,1,-4.92
0,0,0,-4.92
1,0,1,-4.92
0,0,0,-4.92
0,0,0,-4.92
1,1,0,-4.92
1,1,0,-4.92
1,0,1,-4.92
1,0,1,-4.92
0,0,1,-4.92
1,0,0,-4.92
1,0,1,-4.92
1,0,1,-4.92
0,1,0,-4.92
0,0,1,-4.92
0,0,0,-4.92
1,1,0,-4.92
0,1,0,-4.92
0,0,0,-4.92
1,1,0,-4.92
0,0,1,-4.92
1,0,0,-4.92
1,0,1,-4.92
1,0,1,-4.92
0,0,0,-4.92
0,0,1,-4.92
0,0,0,-4.92
0,0,1,-4.92
0,0,0,-4.92
